expression,reading,meaning,tags,guid
民族,みんぞく,"사람, 인종",JLPT_1 JLPT,p>p/|sT6Jg
民俗,みんぞく,민속 풍습,JLPT_1 JLPT,M(tc2N/}z{
無意味,むいみ,"말도 안돼, 의미도 없어",JLPT_1 JLPT,B9C6%m[4lF
ムード,ムード,분위기,JLPT_1 JLPT,JZzdb{.Zc^
無口,むくち,말이 없음,JLPT_1 JLPT,z:Ts^0TQ4#
婿,むこ,사위,JLPT_1 JLPT,bX1GlIQN8L
無効,むこう,"유효하지 않음, 효과 없음, 사용할 수 없음",JLPT_1 JLPT,EqE:ixA-k+
無言,むごん,고요,JLPT_1 JLPT,fZ{o?TF{7B
無邪気,むじゃき,"순수함, 단순함",JLPT_1 JLPT,L)xB!4E<k?
むしる,むしる,"뽑다, 따다, 찢다",JLPT_1 JLPT,.d8S>K-=k
結び,むすび,"결말, 결론, 결합",JLPT_1 JLPT,d{_<>*~x%J
結び付き,むすびつき,"연결, 관계",JLPT_1 JLPT,"O3KGVopE,2"
結び付く,むすびつく,"연결되거나 관계를 맺다, 함께 참여하다",JLPT_1 JLPT,EMFAQ1Kh)m
結び付ける,むすびつける,"결합하다, 연결하다, 묶다, 매듭으로 묶다",JLPT_1 JLPT,fRB2/x*X`A
無線,むせん,"무선, 라디오",JLPT_1 JLPT,y?)Jdm`O>c
無駄遣い,むだづかい,"돈을 낭비하다, 돈을 낭비하다",JLPT_1 JLPT Genki_Ln.22 Genki,"O?A,`d=isH"
無断,むだん,"허락 없이, 예고 없이",JLPT_1 JLPT,I$Ua7qpQZH
無知,むち,무지,JLPT_1 JLPT,g+^m*mx.<r
無茶,むちゃ,"터무니없는, 불합리한",JLPT_1 JLPT Intermediate_Japanese_Ln.12 Intermediate_Japanese,AEYrHxjg#f
無茶苦茶,むちゃくちゃ,"뒤죽박죽된, 뒤죽박죽된, 뒤섞인, 불합리한",JLPT_1 JLPT,KCqc4.UxPr
空しい,むなしい,"공허한, 쓸데없는, 헛된",JLPT_1 JLPT,P|:1(IV_+~
無念,むねん,"억울하다, 후회하다",JLPT_1 JLPT,b;piP^Vw+j
無能,むのう,"비효율, 무능",JLPT_1 JLPT,izu(:0$`9@
無闇に,むやみに,"불합리하게, 터무니없이, 무작위로",JLPT_1 JLPT,N)&c#LP7Bq
無用,むよう,"쓸모없는, 불필요함, 불필요함",JLPT_1 JLPT,"Oc`U#P0i,-"
斑,むら,"불균일, 불일치, 불규칙",JLPT_1 JLPT,ejP4z=)m?O
群がる,むらがる,"떼를 짓다, 모으다",JLPT_1 JLPT,vyc%)s7Efv
無論,むろん,물론 자연스럽게,JLPT_1 JLPT,I(9V_xrT80
名産,めいさん,주목 제품,JLPT_1 JLPT,KN>?5r|..h
名称,めいしょう,이름,JLPT_1 JLPT,P!9gSFK*GV
命中,めいちゅう,히트,JLPT_1 JLPT,Qq0/BP{lJ:
明白,めいはく,"명백한, 분명한",JLPT_1 JLPT,g|K4[<><hX
名簿,めいぼ,이름 등록,JLPT_1 JLPT,xkhYhi]K-$
名誉,めいよ,"명예, 신용, 명성",JLPT_1 JLPT,PiLIi1%_ER
明瞭,めいりょう,명쾌함,JLPT_1 JLPT,"s[dks,f=+A"
明朗,めいろう,"밝고, 맑고, 명랑하다",JLPT_1 JLPT,Kzdx<dR.%]
メーカー,メーカー,제조업체,JLPT_1 JLPT,r)Eust:VuL
目方,めかた,무게,JLPT_1 JLPT,"unS}*nsB,_"
恵み,めぐみ,축복,JLPT_1 JLPT,gdikXkV`X<
恵む,めぐむ,"축복하다, 자비를 베풀다",JLPT_1 JLPT,u_D+Zdxyy/
目覚しい,めざましい,"눈부신, 주목할 만한",JLPT_1 JLPT,"z8UKuy,l`d"
目覚める,めざめる,일어나다,JLPT_1 JLPT,~I1tdEiJ_
召す,めす,"부르다, 보내다, 부르다",JLPT_1 JLPT,K%!n2|&<A0
雌,めす,암컷(동물),JLPT_1 JLPT,EW)C>Dc!w6
目付き,めつき,"표정, 눈의 표정, 눈",JLPT_1 JLPT,MWZLbZ@^R+
滅亡,めつぼう,"몰락, 붕괴, 파괴",JLPT_1 JLPT,"v,{^w}Wj5u"
メディア,メディア,메디아,JLPT_1 JLPT,A?+IR*&l/Z
目途,めど,"목표, 전망",JLPT_1 JLPT,iewKY)jVg]
目盛,めもり,"스케일, 그라데이션",JLPT_1 JLPT,"q0F+,vU3vc"
メロディー,メロディー,멜로디,JLPT_1 JLPT,coHp=(F!o=
面会,めんかい,회견,JLPT_1 JLPT,QB;1.39?j>
免除,めんじょ,"면제, 면제, 면제",JLPT_1 JLPT,ro}g@BYFqK
面する,めんする,"~을 바라보다, 바라보다",JLPT_1 JLPT,oK/f+%co{~
面目,めんぼく,"얼굴, 명예, 명성",JLPT_1 JLPT,xl=a%LW1Mr
面目,めんもく,"얼굴, 명예, 명성",JLPT_1 JLPT,p4D(kkU&Ya
～網,～もう,~ 네트워크,JLPT_1 JLPT,"kks{,EwPh"
設ける,もうける,"창조하다, 확립하다",JLPT_1 JLPT,MQGAfGCn2s
申し入れる,もうしいれる,"제안하다, 제안하다",JLPT_1 JLPT,A!/~oWN34l
申込,もうしこみ,"신청,요청,제안",JLPT_1 JLPT,iTX<OH$n{u
申出,もうしで,"요구하다, 주장하다, 보고하다",JLPT_1 JLPT,"v,YJy~@#5$"
申し出る,もうしでる,"보고하다, 말하다, 제안하다",JLPT_1 JLPT,o$K|y3;=)!
申し分,もうしぶん,"반대, 단점",JLPT_1 JLPT,GNY9])J3>&
盲点,もうてん,맹점,JLPT_1 JLPT,m.:>Z[agNy
猛烈,もうれつ,"폭력적인, 맹렬한, 분노",JLPT_1 JLPT,yLUeQW5(ZA
モーテル,モーテル,모텔,JLPT_1 JLPT,mg2c}$GoZg
もがく,もがく,"몸부림치다, 몸부림치다, 참을성이 없다",JLPT_1 JLPT,C7rE2*5O^8
目録,もくろく,"카탈로그, 카탈로그, 목록",JLPT_1 JLPT,uL+agcp`WN
目論見,もくろみ,"계획, 계획, 의도",JLPT_1 JLPT,c9iE`D<`%d
模型,もけい,"모델, 더미, 마켓",JLPT_1 JLPT,ed!.{WEf4?
模索,もさく,더듬기(를 위해),JLPT_1 JLPT,"B4,c<+ikaa"
もしかして,もしかして,"아마도, 어쩌면",JLPT_1 JLPT,w5+%$rMA:M
もしくは,もしくは,또는 그렇지 않으면,JLPT_1 JLPT,f24/]y_t7c
もたらす,もたらす,"가져오다, 가져오다, 가져오다",JLPT_1 JLPT,k=cp%Lr}Pw
持ち切り,もちきり,"화제, 동네이야기",JLPT_1 JLPT,Q~!SFE+j1*
目下,もっか,"현재, 지금",JLPT_1 JLPT,J1]`GmmTSp
専ら,もっぱら,"전적으로, 전적으로, 전적으로",JLPT_1 JLPT,tu&L<v;Fqv
もてなす,もてなす,"즐겁게 하다, 환대하다",JLPT_1 JLPT,K@A<3)}2cZ
もてる,もてる,"인기가 좋다, 인기가 좋다",JLPT_1 JLPT,K^XraA[CV!
モニター,モニター,(컴퓨터) 모니터,JLPT_1 JLPT,ztCrx#(s0[
物好き,ものずき,(유휴) 호기심,JLPT_1 JLPT,Rb?3(vt:f>
物足りない,ものたりない,"불만족스러운, 불만족스러운",JLPT_1 JLPT,KI9JcrBw_2
もはや,もはや,"이미, 지금",JLPT_1 JLPT,fZ`+BeK9z~
模範,もはん,"모델, 예",JLPT_1 JLPT,Mau9*C?C72
模倣,もほう,"모방, 복사",JLPT_1 JLPT,yUL<]q3$8n
もめる,もめる,"동의하지 않다, 논쟁하다",JLPT_1 JLPT,v(j?vVE;el
股,もも,"허벅지, 대퇴골",JLPT_1 JLPT,G_TQ_^K>(0
腿,もも,"허벅지, 대퇴골",JLPT_1 JLPT,Fl0F`YIkpg
催す,もよおす,"(회의를) 개최하다, (저녁식사를) 주다",JLPT_1 JLPT,qKmEag$Qr@
漏らす,もらす,"누설하게 하다, 드러내다",JLPT_1 JLPT,k!U%{2y7j|
盛り上がる,もりあがる,"일깨우다, 부풀다, 일으키다",JLPT_1 JLPT,g[M=aCpEE[
漏る,もる,"새다, 고갈되다",JLPT_1 JLPT,ke69%r#AD.
漏れる,もれる,"새어나오다, 탈출하다, 걸러내다",JLPT_1 JLPT,f:|ir!hLeQ
脆い,もろい,"깨지기 쉬운, 연약한, 마음이 여린",JLPT_1 JLPT,m7?rDT~~db
もろに,もろに,"완전히, 전적으로, 육체적으로",JLPT_1 JLPT,K3fu7*E_vY
矢,や,화살,JLPT_1 JLPT,uA$qbca=&2
野外,やがい,"들판, 외곽, 야외, 교외",JLPT_1 JLPT,"gD=,$2gpm|"
～薬,～やく,약,JLPT_1 JLPT,O.[e|Y6E?j
夜具,やぐ,침구,JLPT_1 JLPT,EFUa$D)qGB
役職,やくしょく,"직위, 관리직, 공직",JLPT_1 JLPT,o1K=ON/OTS
役場,やくば,시청,JLPT_1 JLPT,g(k9.|^KSZ
やけに,やけに,"물론이죠, 아주요",JLPT_1 JLPT,tyF=qET&O!
屋敷,やしき,맨션,JLPT_1 JLPT,kyE@%cV[?g
養う,やしなう,"기르다, 유지하다, 기르다",JLPT_1 JLPT,neyyq^bU/c
野心,やしん,"야망, 열망",JLPT_1 JLPT,n<1rbhOoTc
安っぽい,やすっぽい,"저렴해 보이는, 천박한",JLPT_1 JLPT,q./Z7LJ%[7
休める,やすめる,"쉬다, 일시 중지하다, 안도감을 주다",JLPT_1 JLPT,JqF3vGaVV
野生,やせい,야생의,JLPT_1 JLPT,Fy^pVCXg]$
奴,やつ,"(저속한) 동료, 남자, 친구",JLPT_1 JLPT,"zof3FA<N,u"
闇,やみ,"어둠, 그늘진, 불법",JLPT_1 JLPT,s|4s:5(PD;
病む,やむ,"병에 걸리다, 아프다",JLPT_1 JLPT,H5M2j-I:6B
ややこしい,ややこしい,"수수께끼 같은, 얽힌, 복잡한, 복잡한",JLPT_1 JLPT,ICemn<#!-X
やりとおす,やりとおす,"완수하다, 달성하다, 완성하다",JLPT_1 JLPT,J/n?:UTJiF
やりとげる,やりとげる,성취하다,JLPT_1 JLPT,pEIG3P~OVf
和らげる,やわらげる,"완화시키다, 완화시키다, 완화시키다",JLPT_1 JLPT,kl6br!q.AY
ヤング,ヤング,어린,JLPT_1 JLPT,"gk{d%L,)K+"
～油,～ゆ,~ 기름,JLPT_1 JLPT,QcD#WpcqE6
優位,ゆうい,"우세, 우위, 우월",JLPT_1 JLPT,kt30`|;>Vo
憂鬱,ゆううつ,"우울증, 우울",JLPT_1 JLPT,oT|*}x?p{D
有益,ゆうえき,"유익한, 유익한",JLPT_1 JLPT,B/K9zqnWV+
優越,ゆうえつ,"우월함, 우월함, 우월함",JLPT_1 JLPT,J@3^J2[Dqz
勇敢,ゆうかん,"용기, 영웅주의, 용감함",JLPT_1 JLPT,ij|^m_ZF8l
夕暮れ,ゆうぐれ,"저녁, (저녁) 황혼",JLPT_1 JLPT,xn0Tp1JH0v
融資,ゆうし,"자금 조달, 대출",JLPT_1 JLPT,G&m_H=N/D;
有する,ゆうする,"소유하다, 부여받다",JLPT_1 JLPT,vkF;K$-{=^
優勢,ゆうせい,"우월, 우수한 권력, 우세",JLPT_1 JLPT,L0nx>W(-e+
優先,ゆうせん,"선호, 우선순위",JLPT_1 JLPT,l)|YgL5_SN
誘導,ゆうどう,"지도하다, 지도하다, 유인하다",JLPT_1 JLPT,uG_U[CknG5
融通,ゆうずう,"적응성, 다재다능함, 금융",JLPT_1 JLPT,n>A>S2P-0$
優美,ゆうび,"우아함, 세련됨, 우아함",JLPT_1 JLPT,}Ap|`a2gY
有望,ゆうぼう,"좋은 전망, 희망이 가득한, 유망한",JLPT_1 JLPT,oFsPf~4K.z
遊牧,ゆうぼく,유목 생활,JLPT_1 JLPT,gJX#eMq!5y
夕焼け,ゆうやけ,일몰,JLPT_1 JLPT,H_x[IPS7*X
有力,ゆうりょく,"영향력, 명성; 유력한",JLPT_1 JLPT,uhNbfXeT%o
幽霊,ゆうれい,"유령, 유령, 유령",JLPT_1 JLPT,d6/M)isa9B
誘惑,ゆうわく,"유혹, 매혹, 매혹",JLPT_1 JLPT,hy!Cy1YJLH
故,ゆえ,"이유, 원인, 상황",JLPT_1 JLPT,h8UChh;E+0
歪む,ゆがむ,"휘어지다, 휘어지다, 뒤틀리다",JLPT_1 JLPT,O/sWb*b+n=
揺さぶる,ゆさぶる,"흔들다, 흔들다, 흔들다, 흔들리다",JLPT_1 JLPT,o>L:}zi#N(
濯ぐ,ゆすぐ,"헹구다, 씻어내다",JLPT_1 JLPT,z.SPsly;Tq
ゆとり,ゆとり,"예비, 풍요, 시간(여유)",JLPT_1 JLPT,NS_6$;R>$L
ユニーク,ユニーク,고유한,JLPT_1 JLPT,E5Uv4)V5=f
ユニフォーム,ユニフォーム,제복,JLPT_1 JLPT,n$7/R&Ww((
指差す,ゆびさす,가리키다,JLPT_1 JLPT,AE`Cr+k?sb
弓,ゆみ,절하다,JLPT_1 JLPT,mG05Jx(c4U
揺らぐ,ゆらぐ,"흔들리다, 흔들리다, 흔들리다",JLPT_1 JLPT,zGZf|<JX8y
緩む,ゆるむ,"느슨해지다, 느슨해지다",JLPT_1 JLPT,m#?_Dh<o@V
緩める,ゆるめる,"느슨하게 하다, 속도를 늦추다",JLPT_1 JLPT,RfPhr}DF_M
緩やか,ゆるやか,허술한,JLPT_1 JLPT,"jM`-s,o~rY"
要因,よういん,"주된 요인, 주된 원인",JLPT_1 JLPT,"PDhRFT[0+,"
溶液,ようえき,해결책,JLPT_1 JLPT,"r|,.l+IJQ{"
用件,ようけん,사업,JLPT_1 JLPT,C-)X0ioICv
養護,ようご,"보호, 간호, 보호적 치료",JLPT_1 JLPT,N|{MY>0Lab
用紙,ようし,양식,JLPT_1 JLPT Intermediate_Japanese Intermediate_Japanese_Ln.3,bG0P/-5o6f
様式,ようしき,"스타일, 형태, 패턴",JLPT_1 JLPT,xVY.ZL|vDW
要する,ようする,"요구하다, 요구하다, 취하다",JLPT_1 JLPT,P^j;$V:Pev
要請,ようせい,"청구, 요구, 요청, 신청",JLPT_1 JLPT,"Dy@,)<4%*N"
様相,ようそう,측면,JLPT_1 JLPT,jpni?rjeGN
用品,ようひん,"물품, 소모품, 부품",JLPT_1 JLPT,M7dV_3mZ.d
洋風,ようふう,서양식,JLPT_1 JLPT,tBk{]R??>Z
用法,ようほう,"지침, 사용 규칙",JLPT_1 JLPT,NFkcD+Ao.H
要望,ようぼう,"요구하다, 요구하다",JLPT_1 JLPT,B{KHwh(BxM
余暇,よか,"여가, 여가 시간, 여가 시간",JLPT_1 JLPT,u`/)9|k2cq
予感,よかん,"예감, 예감",JLPT_1 JLPT,CdRj.vDXXz
余興,よきょう,"사이드쇼, 예능",JLPT_1 JLPT,se@{9}ijE~
預金,よきん,"예금, 은행계좌",JLPT_1 JLPT,AT=*3Iv8cw
欲,よく,"탐욕, 원함",JLPT_1 JLPT,wL1+)L#<Om
抑圧,よくあつ,"구속, 억압, 억압",JLPT_1 JLPT,b!*U/^@Y/m
浴室,よくしつ,"욕실, 욕조",JLPT_1 JLPT,H)~?~hPVN<
抑制,よくせい,"통제, 제지, 억제",JLPT_1 JLPT,H)Ghd^1QF6
欲深い,よくふかい,탐욕스러운,JLPT_1 JLPT,e?a3SOn$}u
欲望,よくぼう,"욕망, 식욕",JLPT_1 JLPT Intermediate_Japanese_Ln.13 Intermediate_Japanese,o.og0WiUHF
避ける,よける,"피하다 (물리적 접촉; 피하다, 피하다",JLPT_1 JLPT,w}V+UOhCI~
予言,よげん,"예측, 약속, 예측",JLPT_1 JLPT,H_Z4P-@?E;
横綱,よこづな,스모 그랜드 챔피언,JLPT_1 JLPT,P#D)i6dV;s
汚れ,よごれ,"흙, 오물",JLPT_1 JLPT,"jq?[h<.nx,"
よし (かん),よし (かん),괜찮은!,JLPT_1 JLPT,u5UVAmt|+p
良し,よし,괜찮은!,JLPT_1 JLPT,ze3SZ]}-(^
善し悪し,よしあし,"좋든 나쁘든, 장점과 단점, 품질",JLPT_1 JLPT,ub0?2]DZCo
余所見,よそみ,"멀리 바라보다, 옆으로 바라보다",JLPT_1 JLPT,rQWf8.vXBd
余地,よち,"장소, 방, 여백",JLPT_1 JLPT,cFUuXOAAN@
よって (よりどころ),よって (よりどころ),그러므로 결과적으로,JLPT_1 JLPT,Jty=:!ShWn
与党,よとう,"여당, (여당) 집권당, 정부",JLPT_1 JLPT,Pjs4V/6-Tk
呼び止める,よびとめる,깃발을 내리다,JLPT_1 Intermediate_Japanese_Ln.6 JLPT Intermediate_Japanese,oQ(`IiM1(t
夜更し,よふかし,"늦게까지 자다, 늦게까지 자다",JLPT_1 JLPT,b2@Q&QWM~Z
夜更け,よふけ,늦은 밤,JLPT_1 JLPT,EAa.IIVk2{
余程,よほど,"아주, 많이, 상당 부분, 아주",JLPT_1 JLPT,r:W.A5F_=m
読み上げる,よみあげる,"큰 소리로 (그리고 명확하게) 읽다, 출석을 부르다",JLPT_1 JLPT,c2W8@Ns@MB
～寄り,～より,~에 가까운 (예: 북쪽에서 동쪽으로),JLPT_1 JLPT,AF4/UYB9T5
寄り掛かる,よりかかる,"기대다, 기대다, 의지하다, 의지하다",JLPT_1 JLPT,n>&m--dPQu
世論,よろん,여론,JLPT_1 JLPT,gryKv+N</S
弱る,よわる,"쇠약해지다, 불안해지다, 수척해지다",JLPT_1 JLPT,K>FuuD!+>/
来場,らいじょう,출석,JLPT_1 JLPT,o#f@&YbcYY
ライス,ライス,쌀,JLPT_1 JLPT,q#0OB)RX;*
酪農,らくのう,낙농업,JLPT_1 JLPT,ym$h5c;ttT
落下,らっか,"떨어지다, 떨어지다, 내려오다",JLPT_1 JLPT,A7]wCr6wWL
楽観,らっかん,낙천주의,JLPT_1 JLPT,k~>dbLQz-7
ランプ,ランプ,램프; 비탈길,JLPT_1 JLPT,C!7~*Q0J*S
濫用,らんよう,"남용, 오용, 과도하게 사용",JLPT_1 JLPT,CFNU<F}Co&
リード,リード,선두; 갈대,JLPT_1 JLPT,f;Gy:Z95DB
理屈,りくつ,"이론, 이유",JLPT_1 JLPT,"Mh,Xn3W#yG"
利子,りし,이자(은행),JLPT_1 JLPT,AEJ.8_NM:H
利潤,りじゅん,"이익, 수익",JLPT_1 JLPT,LuA(&F@>8^
理性,りせい,"이유, 감각",JLPT_1 JLPT,hFk%V[}poF
利息,りそく,이자(은행),JLPT_1 JLPT,jiW}gvaFbu
立体,りったい,입체,JLPT_1 JLPT,c$*Ro:kj?0
立方,りっぽう,입방체,JLPT_1 JLPT,f~_S5!(=mz
立法,りっぽう,"입법, 입법",JLPT_1 JLPT,Ap&ba>BFUP
利点,りてん,"장점, 유리한 점",JLPT_1 JLPT,tXy6bul-X8
略奪,りゃくだつ,"약탈, 약탈, 강도",JLPT_1 JLPT,gDxp+5=#Xg
略語,りゃくご,"약어, 두문자어",JLPT_1 JLPT,K>oKmQ]kga
流通,りゅうつう,"돈이나 물건의 유통, 유통",JLPT_1 JLPT,H5O$EOa.I6
領域,りょういき,"지역, 영토, 지방",JLPT_1 JLPT,HiA.[31{b|
了解,りょうかい,"이해, 동의, 이해",JLPT_1 JLPT,kxhJ=)Od=Q
領海,りょうかい,영해,JLPT_1 JLPT,MB@]yC;xab
両極,りょうきょく,"양쪽 끝, 북극과 남극",JLPT_1 JLPT,I]j83bI=8Q
良好,りょうこう,"유리한, 만족스러운",JLPT_1 JLPT,d:q8$rI;Jz
良識,りょうしき,양식,JLPT_1 JLPT,g^(nW>D*vj
良質,りょうしつ,"좋은 품질, 우수한 품질",JLPT_1 JLPT,nVu=s-lEz|
了承,りょうしょう,"인정, 이해",JLPT_1 JLPT,j]m*irzgE:
良心,りょうしん,양심,JLPT_1 JLPT,I#~pygL#h!
領地,りょうち,지역,JLPT_1 JLPT,y}6|eQ/0%E
領土,りょうど,"영토, 소유",JLPT_1 JLPT,xYhB+8`@i2
両立,りょうりつ,"상생, 공존, 함께 서다",JLPT_1 JLPT,p7by!eTW@3
旅客,りょかく,승객,JLPT_1 JLPT,I8wSM=gOtR
旅券,りょけん,여권,JLPT_1 JLPT,u/udi_w#M!
履歴,りれき,"개인 이력, 배경, 로그",JLPT_1 JLPT,lgw@;Sby)x
理論,りろん,이론,JLPT_1 JLPT,Kkq/Vwo|)`
林業,りんぎょう,임학,JLPT_1 JLPT,l$qH?E<2YH
類,るい,"종류, 클래스, 가족",JLPT_1 JLPT,o&+Ivn(%oO
類推,るいすい,유추,JLPT_1 JLPT,MG!~-T=}_S
類似,るいじ,유사한,JLPT_1 JLPT,l=?07xJqV=
ルーズ,ルーズ,헐렁한,JLPT_1 JLPT,t;l^jLhRxc
冷酷,れいこく,"잔인함, 냉담함, 무자비함",JLPT_1 JLPT,Gpei)G)?`V
冷蔵,れいぞう,냉각,JLPT_1 JLPT,"IYaX-(,sbM"
冷淡,れいたん,"차가움, 무관심",JLPT_1 JLPT,Q5Ez[qRMa0
レース,レース,경주; 레이스,JLPT_1 JLPT,kxs-fAUJum
レギュラー,レギュラー,정기적인,JLPT_1 JLPT,"f@``;g,,Yd"
レッスン,レッスン,수업,JLPT_1 JLPT,JfvUf_?9-:
レディー,レディー,숙녀,JLPT_1 JLPT,p!9sykDKO0
レバー,レバー,지렛대; 간,JLPT_1 JLPT,Ml*IZFZKKl
恋愛,れんあい,"사랑, 로맨스",JLPT_1 JLPT,"g0Js_zq8,k"
バッテリー,バッテリー,배터리,JLPT_1 JLPT,p?ZvzxPq%b
バット,バット,"박쥐, 통",JLPT_1 JLPT,Q^}DTOnkl|
発病,はつびょう,"공격하다, 아프다",JLPT_1 JLPT,BvVN^85[N;
初耳,はつみみ,뭔가 처음 듣는다,JLPT_1 JLPT,DQ%JLcfuZZ
果て,はて,"끝, 극한, 한계(들)",JLPT_1 JLPT,"b57,px8J*K"
果てる,はてる,"끝나다, 끝나다, 지치다",JLPT_1 JLPT,"bAff*:bf*,"
ばてる,ばてる,"지치게 하다, 지치게 하다",JLPT_1 JLPT,r>0SmD(F4h
パトカー,パトカー,순찰차,JLPT_1 JLPT,"EO|xx2G2G,"
甚だ,はなはだ,"아주, 크게, 엄청나게",JLPT_1 JLPT,OQgv[Rp`!?
華々しい,はなばなしい,"눈부신, 장엄한, 장관을 이루는",JLPT_1 JLPT,v^@Rm/*uYq
花びら,はなびら,(꽃) 꽃잎,JLPT_1 JLPT,gVEobi&glz
華やか,はなやか,"찬란한, 화려한, 화려한",JLPT_1 JLPT,b*1sjY=VE6
阻む,はばむ,"누군가가 하는 일을 막다, 멈추다, 반대하다",JLPT_1 JLPT,KW0lr0LPyk
浜,はま,"해변, 해변",JLPT_1 JLPT,gaeewOTy8/
浜辺,はまべ,"해변, 해안",JLPT_1 JLPT,AL_W(0hn&V
はまる,はまる,"들어가다, 들어가다, 적합하다, 적합하다, 적합하다",JLPT_1 JLPT,key3o7$aM}
早める,はやめる,"서두르다, 서두르다, 가속화하다",JLPT_1 JLPT,hS]svbo-ig
腹立ち,はらだち,화,JLPT_1 JLPT,p.*AhT>Yg8
原っぱ,はらっぱ,"들판, 공터, 평원",JLPT_1 JLPT,BF1(%i;>nB
はらはら,はらはら,긴장하다,JLPT_1 JLPT,m<Y%mFA4zS
ばらまく,ばらまく,"퍼뜨리다, 흩어지게 하다",JLPT_1 JLPT,wmN`A*3CG)
張り紙,はりがみ,"공지사항, 포스터",JLPT_1 JLPT,BB7%DI+bc=
遥か,はるか,"멀다, 멀다, 멀다",JLPT_1 JLPT,fUD7d;W?9R
破裂,はれつ,"폭발, 파열, 부서지다",JLPT_1 JLPT,"b^2,E+JYkn"
腫れる,はれる,붓다 (염증으로 인해 부어오르다),JLPT_1 JLPT,z8C-Q:96;k
繁栄,はんえい,"번영하다, 번영하다, 번영하다",JLPT_1 JLPT,nH@_ep+1}j
版画,はんが,아트 프린트,JLPT_1 JLPT,sBPn!C6|$0
ハンガー,ハンガー,(코트) 행거,JLPT_1 JLPT,HNMn){L;p@
反感,はんかん,"반감, 반감, 적대감",JLPT_1 JLPT,KAT#$^~N=[
反響,はんきょう,"반향, 반향, 반향",JLPT_1 JLPT,(!Sbp/Ryc
パンク,パンク,"펑크, 파열; 펑크",JLPT_1 JLPT,LzYO%D<&Ei
反撃,はんげき,"반격, 반격, 반격",JLPT_1 JLPT,BBy/kmWv|!
判決,はんけつ,"사법적 결정, 판결, 선고, 판결",JLPT_1 JLPT,K@f^#cZ5Q`
反射,はんしゃ,"반성, 반향",JLPT_1 JLPT,LDqIUH^=vr
繁盛,はんじょう,"번영, 번영, 번영",JLPT_1 JLPT,oD{V&C=!wS
繁殖,はんしょく,"번식하다, 증식하다, 번식하다",JLPT_1 JLPT,Gps#@ydvak
反する,はんする,"모순되다, 반대하다, 모순되다",JLPT_1 JLPT,fVrr[FObH2
判定,はんてい,"판단, 결정, 수상, 평결",JLPT_1 JLPT,l.y^yE`fLF
万人,ばんにん,"모든 사람, 모두, 10000명",JLPT_1 JLPT,gTmA]f8[{J
晩年,ばんねん,(그의) 말년,JLPT_1 JLPT,DKi7Lij}b#
反応,はんのう,"반응, 반응",JLPT_1 JLPT,tmAeij8aDL
万能,ばんのう,"만능의, 전능한, 전능한",JLPT_1 JLPT,z`.g9zaN?
半端,はんぱ,"단편, 분수, 불완전함",JLPT_1 JLPT,eK}21?Q<uQ
反発,はんぱつ,"반발하다, 반발하다, 반대하다",JLPT_1 JLPT,rHA_.Kqp5U
反乱,はんらん,"반란, 반란, 봉기",JLPT_1 JLPT,"JJB,BD9|0D"
氾濫,はんらん,"범람, 홍수",JLPT_1 JLPT,"Im~yS%,7(E"
美,び,아름다움,JLPT_1 JLPT,Oi9jkr_JC
ひいては,ひいては,"뿐만 아니라…뿐만 아니라, 결과적으로",JLPT_1 JLPT,jOz98=%a=I
ビールス,ビールス,바이러스,JLPT_1 JLPT,k4c<|hYsN{
控室,ひかえしつ,대기실,JLPT_1 JLPT,y&_T~x>Y8R
控える,ひかえる,참다; 메모를 하다,JLPT_1 JLPT,v:A0($lqMw
悲観,ひかん,"비관주의, 실망",JLPT_1 JLPT,b5j5UZJ)]S
引き上げる,ひきあげる,"철수하다, 떠나다, 철수하다",JLPT_1 JLPT,N^;oc:0[e;
率いる,ひきいる,"지휘하다, 선봉에 서다(그룹), 지휘하다(군대)",JLPT_1 JLPT,puJ9X.qkPt
引き起こす,ひきおこす,야기하다,JLPT_1 JLPT,wH2wMsnzkj
引下げる,ひきさげる,"끌어 내리다, 낮추다, 낮추다, 축소하다, 철회하다",JLPT_1 JLPT,M7FZ16-#)F
引きずる,ひきずる,"끌다, 끌다, 연장하다",JLPT_1 JLPT,qTp%jki[ap
引取る,ひきとる,되찾다; 채택하다; 떠나다,JLPT_1 JLPT,bqG=Sz>mVR
否決,ひけつ,"거부, 부정, 투표 거부",JLPT_1 JLPT,H=WQ4MO0SN
日頃,ひごろ,"평소에, 습관적으로",JLPT_1 JLPT,y9J%2)~r.v
久しい,ひさしい,"오래 지속되는, 오래된(이야기)",JLPT_1 JLPT,x^qb6Ainn%
悲惨,ひさん,"비극, 재난; 비참한, 비참한, 불쌍한",JLPT_1 JLPT,dkkS+?oHtT
ビジネス,ビジネス,사업,JLPT JLPT_1 Genki_Ln.2 Genki_Ln.1 Genki,stJO[>w5pM
比重,ひじゅう,비중,JLPT_1 JLPT,l4}j=7jzb:
美術,びじゅつ,"미술, 미술",JLPT_1 JLPT,",I91nlD38"
秘書,ひしょ,(시사,JLPT_1 JLPT,HbDP7]^^wK
微笑,びしょう,웃다,JLPT_1 JLPT,"y,db|5_YaV"
歪む,ひずむ,"휘어지다, 왜곡되다",JLPT_1 JLPT,KT[PkhY&vP
密か,ひそか,"비밀의, 사적인, 은밀한",JLPT_1 JLPT,jJ5o@8/`~@
